lemma-overlap,participant-overlap,location-overlap,discourse-distance,sentence-distance,word2vec-similarity,temporal-relation,coreferent
0.0,0.0,0.0,0.26740947075208915,0.05555555555555555,0.15860143303871155,0.0,0
0.0,0.0,0.0,0.2841225626740947,0.05555555555555555,0.10582169145345688,0.0,0
0.0,0.0,0.0,0.12534818941504178,0.16666666666666666,0.3001993000507355,0.0,0
0.0,0.0,0.0,0.1309192200557103,0.16666666666666666,0.2979045808315277,0.0,0
0.0,0.0,0.0,0.1392757660167131,0.16666666666666666,0.1002391129732132,0.0,0
0.0,0.0,0.0,0.15041782729805014,0.16666666666666666,0.10582169145345688,0.0,0
0.0,0.0,0.0,0.1615598885793872,0.1111111111111111,0.11939547210931778,0.0,0
0.0,0.0,0.0,0.16434540389972144,0.1111111111111111,0.14267009496688846,0.0,0
0.0,0.0,0.0,0.2757660167130919,0.05555555555555555,0.210711270570755,0.0,0
0.0,0.0,0.0,0.1671309192200557,0.1111111111111111,0.24622544646263125,0.0,0
0.0,0.0,0.0,0.11977715877437325,0.16666666666666666,0.09165938198566437,0.0,0
0.0,0.0,0.0,0.26740947075208915,0.05555555555555555,0.11517813056707382,0.0,0
0.0,0.0,0.0,0.2841225626740947,0.05555555555555555,0.09589425474405287,0.0,0
0.0,0.0,0.0,0.12534818941504178,0.16666666666666666,0.2916303277015686,0.0,1
1.0,0.0,0.0,0.1309192200557103,0.16666666666666666,1.0,0.0,1
0.0,0.0,0.0,0.1392757660167131,0.16666666666666666,0.14990463852882385,0.0,0
0.0,0.0,0.0,0.15041782729805014,0.16666666666666666,0.09589425474405287,0.0,0
0.0,0.0,0.0,0.1615598885793872,0.1111111111111111,0.09165938198566437,0.0,0
0.0,0.0,0.0,0.16434540389972144,0.1111111111111111,0.210711270570755,0.0,0
0.0,0.0,0.0,0.1671309192200557,0.16666666666666666,0.13810694217681885,0.0,0
0.0,0.0,0.0,0.11977715877437325,0.2222222222222222,0.049646716564893716,0.0,0
0.0,0.0,0.0,0.26740947075208915,0.0,0.21994951367378235,0.0,0
0.0,0.0,0.0,0.2841225626740947,0.0,0.05093838274478912,0.0,0
0.0,0.0,0.0,0.12534818941504178,0.2222222222222222,0.045687496662139886,0.0,0
0.0,0.0,0.0,0.1309192200557103,0.2222222222222222,0.210711270570755,0.0,0
0.0,0.0,0.0,0.1392757660167131,0.2222222222222222,0.19653929769992828,0.0,1
0.0,0.0,0.0,0.15041782729805014,0.2222222222222222,0.05093838274478912,0.0,0
0.0,0.0,0.0,0.1615598885793872,0.16666666666666666,0.049646716564893716,0.0,0
1.0,0.0,0.0,0.16434540389972144,0.16666666666666666,1.0,0.0,1
0.0,0.0,0.0,0.11977715877437325,0.05555555555555555,0.15672647953033447,0.0,0
0.0,0.0,0.0,0.26740947075208915,0.16666666666666666,0.1816944181919098,0.0,0
0.0,0.0,0.0,0.2841225626740947,0.16666666666666666,0.3716301620006561,0.0,0
0.0,0.0,0.0,0.12534818941504178,0.05555555555555555,0.24399007856845856,0.0,0
0.0,0.0,0.0,0.1309192200557103,0.05555555555555555,0.24622544646263125,0.0,0
0.0,0.0,0.0,0.1392757660167131,0.05555555555555555,0.21437446773052216,0.0,0
0.0,0.0,0.0,0.15041782729805014,0.05555555555555555,0.3716301620006561,0.0,0
0.0,0.0,0.8,0.1615598885793872,0.0,0.15672647953033447,0.0,0
0.0,0.0,0.8,0.16434540389972144,0.0,0.13810694217681885,0.0,0
0.0,0.0,0.0,0.26740947075208915,0.2222222222222222,0.4671646356582642,0.0,0
0.0,0.0,0.0,0.2841225626740947,0.2222222222222222,0.2334215044975281,0.0,0
0.0,1.0,1.0,0.12534818941504178,0.0,0.36280757188797,0.0,0
0.0,1.0,1.0,0.1309192200557103,0.0,0.09165938198566437,0.0,0
0.0,1.0,1.0,0.1392757660167131,0.0,0.057014379650354385,0.0,0
0.0,1.0,1.0,0.15041782729805014,0.0,0.2334215044975281,0.0,0
1.0,0.0,0.0,0.1615598885793872,0.05555555555555555,1.0,0.0,1
0.0,0.0,0.0,0.16434540389972144,0.05555555555555555,0.049646716564893716,0.0,0
0.0,0.0,0.0,0.2841225626740947,0.0,0.3474611937999725,0.0,0
0.0,0.0,0.0,0.12534818941504178,0.2222222222222222,0.2022741138935089,0.0,0
0.0,0.0,0.0,0.1309192200557103,0.2222222222222222,0.11517813056707382,0.0,0
0.0,0.0,0.0,0.1392757660167131,0.2222222222222222,0.21624015271663666,0.0,0
0.0,0.0,0.0,0.15041782729805014,0.2222222222222222,0.3474611937999725,0.0,0
0.0,0.0,0.0,0.1615598885793872,0.16666666666666666,0.4671646356582642,0.0,0
0.0,0.0,0.0,0.16434540389972144,0.16666666666666666,0.21994951367378235,0.0,0
0.0,0.0,0.0,0.12534818941504178,0.2222222222222222,0.15525664389133453,0.0,0
0.0,0.0,0.0,0.1309192200557103,0.2222222222222222,0.09589425474405287,0.0,0
0.0,0.0,0.0,0.1392757660167131,0.2222222222222222,0.260601818561554,0.0,0
1.0,0.0,0.0,0.15041782729805014,0.2222222222222222,1.0,0.0,1
0.0,0.0,0.0,0.1615598885793872,0.16666666666666666,0.2334215044975281,0.0,0
0.0,0.0,0.0,0.16434540389972144,0.16666666666666666,0.05093838274478912,0.0,0
0.0,1.0,1.0,0.1309192200557103,0.0,0.2916303277015686,0.0,1
0.0,1.0,1.0,0.1392757660167131,0.0,0.0283283032476902,0.0,0
0.0,1.0,1.0,0.15041782729805014,0.0,0.15525664389133453,0.0,0
0.0,0.0,0.0,0.1615598885793872,0.05555555555555555,0.36280757188797,0.0,0
0.0,0.0,0.0,0.16434540389972144,0.05555555555555555,0.045687496662139886,0.0,0
0.0,1.0,1.0,0.1392757660167131,0.0,0.14990463852882385,0.0,0
0.0,1.0,1.0,0.15041782729805014,0.0,0.09589425474405287,0.0,0
0.0,0.0,0.0,0.1615598885793872,0.05555555555555555,0.09165938198566437,0.0,0
0.0,0.0,0.0,0.16434540389972144,0.05555555555555555,0.210711270570755,0.0,0
0.0,1.0,1.0,0.15041782729805014,0.0,0.260601818561554,0.0,0
0.0,0.0,0.0,0.1615598885793872,0.05555555555555555,0.057014379650354385,0.0,0
0.0,0.0,0.0,0.16434540389972144,0.05555555555555555,0.19653929769992828,0.0,1
0.0,0.0,0.0,0.1615598885793872,0.05555555555555555,0.2334215044975281,0.0,0
0.0,0.0,0.0,0.16434540389972144,0.05555555555555555,0.05093838274478912,0.0,0
0.0,0.0,0.8,0.16434540389972144,0.0,0.049646716564893716,0.0,0
0.0,0.5,0.4,0.8211920529801324,0.5,0.2843299508094788,0.0,0
0.0,1.0,0.5,0.009933774834437088,0.16666666666666666,0.2089456915855408,0.0,0
0.0,1.0,0.5,0.2781456953642384,0.16666666666666666,0.07011545449495317,0.0,0
0.0,0.5,0.4,0.7748344370860927,0.5,0.10267482697963716,0.0,0
0.0,1.0,0.6,0.10264900662251657,0.0,0.2089456915855408,0.0,0
0.0,0.5,0.4,0.8013245033112583,0.5,0.12175437062978745,0.0,0
0.0,0.0,0.0,0.9006622516556292,0.6666666666666666,0.36630821228027344,0.0,0
0.0,1.0,0.6,0.4370860927152318,0.0,0.3310452699661255,0.0,0
1.0,0.0,0.0,0.9072847682119204,0.6666666666666666,1.0,0.0,0
0.0,0.0,0.0,0.7119205298013245,0.6666666666666666,0.25313400477170944,0.0,0
0.0,0.0,0.0,0.9735099337748344,0.6666666666666666,-0.02317260578274727,0.0,0
0.0,1.0,0.6,0.3708609271523179,0.0,0.10318068414926528,0.0,0
0.0,1.0,0.5,0.2384105960264901,0.16666666666666666,0.10318068414926528,0.0,0
0.0,0.5,0.4,0.4403973509933775,0.5,0.2089456915855408,0.0,0
0.0,0.5,0.75,0.18211920529801326,0.6666666666666666,0.18244705721735954,0.0,0
0.0,0.5,0.75,0.2781456953642384,0.6666666666666666,0.0940895900130272,0.0,0
0.0,1.0,1.0,0.7748344370860927,0.0,0.11782606691122055,0.0,0
0.0,0.5,0.4,0.0695364238410596,0.5,0.18244705721735954,0.0,0
0.0,1.0,1.0,0.8013245033112583,0.0,0.17844237387180328,0.0,0
0.0,0.0,0.0,0.9006622516556292,0.16666666666666666,0.1235196515917778,0.0,0
0.0,0.5,0.4,0.4370860927152318,0.5,0.2312222570180893,0.0,0
0.0,0.0,0.0,0.9072847682119204,0.16666666666666666,0.2843299508094788,0.0,0
0.0,0.0,0.0,0.5397350993377483,0.16666666666666666,0.2482157312333584,0.0,0
0.0,0.0,0.0,0.9735099337748344,0.16666666666666666,0.051527515053749084,0.0,0
0.0,0.5,0.4,0.3708609271523179,0.5,0.11184928566217422,0.0,0
0.0,0.5,0.75,0.2384105960264901,0.6666666666666666,0.11184928566217422,0.0,0
0.0,1.0,1.0,0.2682119205298013,0.0,0.18244705721735954,0.0,0
0.0,1.0,0.75,0.5066225165562914,0.0,0.016922111622989178,0.0,0
0.0,0.5,0.75,1.0033112582781456,0.6666666666666666,0.059645092114806175,0.0,0
1.0,1.0,0.5,0.34105960264900664,0.16666666666666666,0.5461867526173592,0.0,1
0.0,0.5,0.75,1.0298013245033113,0.6666666666666666,0.07461410388350488,0.0,0
0.0,0.0,0.0,1.1291390728476822,0.8333333333333334,0.11038695648312567,0.0,0
0.0,1.0,0.5,0.6655629139072847,0.16666666666666666,0.0991934072226286,0.0,0
0.0,0.0,0.0,1.1357615894039734,0.8333333333333334,0.2089456915855408,0.0,0
0.5,0.0,0.0,0.9503311258278144,0.8333333333333334,0.3971235193312168,0.0,0
0.0,0.0,0.0,1.2019867549668874,0.8333333333333334,0.024794108234345916,0.0,0
0.0,1.0,0.5,0.5993377483443708,0.16666666666666666,0.17114749550819394,0.0,0
0.0,1.0,0.75,0.466887417218543,0.0,0.17114749550819394,0.0,0
1.0,0.5,0.75,0.6788079470198676,0.6666666666666666,0.5461867526173592,0.0,1
0.0,0.5,0.75,0.7748344370860927,0.6666666666666666,0.027071420103311542,0.0,0
0.0,1.0,0.5,0.20198675496688745,0.16666666666666666,0.016922111622989178,0.0,0
0.0,0.5,0.75,0.8013245033112583,0.6666666666666666,0.03697371855378151,0.0,0
0.0,0.0,0.0,0.9006622516556292,0.8333333333333334,0.12889505922794342,0.0,0
0.0,1.0,0.5,0.4370860927152318,0.16666666666666666,0.5010045766830444,0.0,1
0.0,0.0,0.0,0.9072847682119204,0.8333333333333334,0.07011545449495317,0.0,0
0.0,0.0,0.0,0.8112582781456954,0.8333333333333334,0.040150190703570836,0.0,0
0.0,0.0,0.0,0.9735099337748344,0.8333333333333334,0.09510470926761627,0.0,0
0.0,1.0,0.5,0.3708609271523179,0.16666666666666666,0.08510458469390869,0.0,0
0.0,1.0,0.75,0.2384105960264901,0.0,0.08510458469390869,0.0,0
0.0,0.5,0.75,0.5397350993377483,0.6666666666666666,0.016922111622989178,0.0,0
0.0,0.5,0.4,0.046357615894039736,0.5,0.059645092114806175,0.0,0
0.0,1.0,1.0,0.8013245033112583,0.0,0.11765240132808685,0.0,0
0.0,0.0,0.0,0.9006622516556292,0.16666666666666666,0.10457199066877364,0.0,0
0.0,0.5,0.4,0.4370860927152318,0.5,0.031595002859830856,0.0,0
0.0,0.0,0.0,0.9072847682119204,0.16666666666666666,0.10267482697963716,0.0,0
0.0,0.0,0.0,0.5629139072847682,0.16666666666666666,0.08348475210368632,0.0,0
0.0,0.0,0.0,0.9735099337748344,0.16666666666666666,0.18786299228668213,0.0,0
0.0,0.5,0.4,0.3708609271523179,0.5,-0.0014298674650490286,0.0,0
0.0,0.5,0.75,0.2384105960264901,0.6666666666666666,-0.0014298674650490286,0.0,0
0.0,1.0,1.0,0.2913907284768212,0.0,0.059645092114806175,0.0,0
0.0,0.5,0.4,1.1423841059602649,0.5,0.07461410388350488,0.0,0
0.0,0.0,0.0,1.2417218543046358,0.6666666666666666,0.11038695648312567,0.0,0
0.0,1.0,0.6,0.7781456953642384,0.0,0.0991934072226286,0.0,0
0.0,0.0,0.0,1.2483443708609272,0.6666666666666666,0.2089456915855408,0.0,0
0.5,0.0,0.0,0.9503311258278144,0.6666666666666666,0.3971235193312168,0.0,0
0.0,0.0,0.0,1.3145695364238408,0.6666666666666666,0.024794108234345916,0.0,0
0.0,1.0,0.6,0.7119205298013245,0.0,0.17114749550819394,0.0,0
0.0,1.0,0.5,0.5794701986754967,0.16666666666666666,0.17114749550819394,0.0,0
1.0,0.5,0.4,0.6788079470198676,0.5,0.5461867526173592,0.0,1
0.0,0.0,0.0,0.9006622516556292,0.16666666666666666,0.11205238103866576,0.0,0
0.0,0.5,0.4,0.4370860927152318,0.5,0.0637555941939354,0.0,0
0.0,0.0,0.0,0.9072847682119204,0.16666666666666666,0.12175437062978745,0.0,0
0.0,0.0,0.0,0.5496688741721855,0.16666666666666666,0.019636679440736767,0.0,0
0.0,0.0,0.0,0.9735099337748344,0.16666666666666666,0.17309002578258514,0.0,0
0.0,0.5,0.4,0.3708609271523179,0.5,0.0538523830473423,0.0,0
0.0,0.5,0.75,0.2384105960264901,0.6666666666666666,0.0538523830473423,0.0,0
0.0,1.0,1.0,0.2781456953642384,0.0,0.07461410388350488,0.0,0
0.0,0.0,0.0,0.4370860927152318,0.6666666666666666,0.30358654260635376,0.0,0
0.0,0.6666666666666666,0.4,0.9072847682119204,0.0,0.36630821228027344,0.0,0
0.0,0.6666666666666666,0.4,0.5,0.0,0.2413432188332081,0.0,0
0.0,0.6666666666666666,0.4,0.9735099337748344,0.0,0.01950799487531185,0.0,0
0.0,0.0,0.0,0.3708609271523179,0.6666666666666666,0.08782817423343657,0.0,0
0.0,0.0,0.0,0.2384105960264901,0.8333333333333334,0.08782817423343657,0.0,0
0.0,0.0,0.0,0.22847682119205295,0.16666666666666666,0.11038695648312567,0.0,0
0.0,0.0,0.0,0.9072847682119204,0.6666666666666666,0.3310452699661255,0.0,0
0.0,0.0,0.0,0.7317880794701986,0.6666666666666666,0.14283368550240993,0.0,0
0.0,0.0,0.0,0.9735099337748344,0.6666666666666666,0.055745739489793784,0.0,0
0.0,1.0,0.6,0.3708609271523179,0.0,0.08318084478378296,0.0,0
0.0,1.0,0.5,0.2384105960264901,0.16666666666666666,0.08318084478378296,0.0,0
0.0,0.5,0.4,0.4602649006622517,0.5,0.0991934072226286,0.0,0
0.0,0.6666666666666666,0.4,0.4966887417218543,0.0,0.25313400477170944,0.0,0
0.0,0.6666666666666666,0.4,0.9735099337748344,0.0,-0.02317260578274727,0.0,0
0.0,0.0,0.0,0.3708609271523179,0.6666666666666666,0.10318068414926528,0.0,0
0.0,0.0,0.0,0.2384105960264901,0.8333333333333334,0.10318068414926528,0.0,0
0.0,0.0,0.0,0.2251655629139073,0.16666666666666666,0.2089456915855408,0.0,0
0.0,0.6666666666666666,0.4,1.9238410596026492,0.0,0.06053454615175724,0.0,0
0.0,0.0,0.0,1.3211920529801324,0.6666666666666666,0.1804543659090996,0.0,0
0.0,0.0,0.0,1.1887417218543046,0.8333333333333334,0.1804543659090996,0.0,0
0.5,0.0,0.0,0.6788079470198676,0.16666666666666666,0.3971235193312168,0.0,0
0.0,0.0,0.0,0.3708609271523179,0.6666666666666666,0.18818047642707825,0.0,0
0.0,0.0,0.0,0.2384105960264901,0.8333333333333334,0.18818047642707825,0.0,0
0.0,0.0,0.0,0.19205298013245034,0.16666666666666666,0.024794108234345916,0.0,0
1.0,1.0,0.5,0.2384105960264901,0.16666666666666666,1.0,0.0,1
0.0,0.5,0.4,0.4933774834437086,0.5,0.17114749550819394,0.0,0
0.0,0.5,0.75,0.5596026490066225,0.6666666666666666,0.17114749550819394,0.0,0
0.0,1.0,0.0,0.008948545861297539,0.0,0.11346384386221567,0.0,0
0.0,1.0,0.0,0.021252796420581657,0.0,0.10223950694004696,0.0,0
0.0,1.0,0.0,0.007829977628635347,0.0,0.2986930012702942,0.0,0
0.0,1.0,0.0,0.025727069351230425,0.0,0.02111628693011072,0.0,0
0.0,1.0,0.0,0.03467561521252797,0.0,0.1607423077027003,0.0,0
0.0,1.0,0.0,0.0592841163310962,0.0,0.1696783329049746,0.0,1
0.0,0.6666666666666666,0.5,0.03571428571428571,0.0,0.1807660162448883,0.0,0
0.0,1.0,0.6666666666666666,0.022944550669216062,0.0,0.32427978515625,0.0,0
0.0,1.0,0.0,1.088235294117647,0.0,0.11326436139643192,0.0,0
0.0,0.0,0.0,1.6633986928104576,0.5555555555555556,0.08879318088293076,0.0,1
0.0,1.0,0.0,1.1143790849673203,0.0,0.14891743380576372,0.0,0
0.0,0.3333333333333333,0.0,0.9967320261437908,0.2222222222222222,0.06688222894445063,0.0,0
0.0,0.3333333333333333,0.0,1.0098039215686274,0.2222222222222222,0.08879318088293076,0.0,1
0.0,0.0,0.0,0.8104575163398693,0.5555555555555556,0.2603576481342316,0.0,0
0.0,1.0,0.0,0.26143790849673204,0.0,0.4061134457588196,0.0,0
0.0,0.3333333333333333,0.0,0.1437908496732026,0.2222222222222222,0.6685315370559692,0.0,1
0.0,0.3333333333333333,0.0,0.1568627450980392,0.2222222222222222,0.2603576481342316,0.0,0
0.0,0.0,0.0,0.26143790849673204,0.5555555555555556,0.12651273608207705,0.0,0
0.0,0.0,0.0,0.1437908496732026,0.7777777777777778,0.24870947003364566,0.0,0
1.0,0.0,0.0,0.1568627450980392,0.7777777777777778,1.0,0.0,1
0.0,0.3333333333333333,0.0,0.1437908496732026,0.2222222222222222,0.5221613645553589,0.0,0
0.0,0.3333333333333333,0.0,0.1568627450980392,0.2222222222222222,0.12651273608207705,0.0,0
0.0,1.0,0.0,0.1568627450980392,0.0,0.24870947003364566,0.0,0
0.0,1.0,0.5,0.09879839786381844,0.0,0.08932522684335709,0.0,0
0.0,1.0,0.5,0.07476635514018691,0.0,0.095987506210804,0.0,0
0.0,1.0,0.5,0.11081441922563418,0.0,0.009183483198285105,0.0,0
0.0,1.0,0.5,0.11615487316421895,0.0,0.3022693395614624,0.0,0
0.0,1.0,0.5,0.08477970627503338,0.0,0.07403003610670568,0.0,1
0.0,1.0,0.5,0.11081441922563418,0.0,0.06387706100940704,0.0,0
0.0,1.0,0.5,0.11615487316421895,0.0,0.2520289123058319,0.0,0
0.0,1.0,0.5,0.2449933244325768,0.0,0.11790985986590385,0.0,0
0.0,1.0,0.5,0.25033377837116155,0.0,0.04215749725699425,0.0,0
0.0,1.0,0.5,0.11615487316421895,0.0,0.10545049607753754,0.0,0
0.0,0.0,0.0,0.11662531017369727,0.037037037037037035,0.28592291474342346,0.0,0
0.0,0.0,0.0,0.07320099255583126,0.07407407407407407,0.11627043783664705,0.0,0
0.0,0.0,0.0,0.11910669975186106,0.037037037037037035,0.06756842881441116,0.0,0
0.0,1.0,0.5,0.09057071960297766,0.0,0.2024373710155487,0.0,0
0.0,1.0,0.5,0.1674937965260546,0.0,0.13295936584472656,0.0,0
0.0,0.0,0.0,0.07816377171215881,0.07407407407407407,0.1717873215675354,0.0,0
0.0,0.0,0.0,0.12531017369727046,0.037037037037037035,0.13516995310783386,0.0,0
0.0,1.0,0.5,0.17245657568238212,0.0,0.16876220703125,0.0,0
0.0,0.0,0.0,0.08312655086848635,0.07407407407407407,0.15298883616924286,0.0,0
0.0,0.0,0.0,0.13027295285359802,0.037037037037037035,0.054518666118383415,0.0,0
0.0,0.0,0.0,0.08436724565756824,0.07407407407407407,0.08058834075927734,0.0,0
0.0,0.0,0.0,0.038461538461538464,0.14814814814814814,0.21106427907943728,0.0,0
0.0,0.0,0.0,0.04218362282878412,0.14814814814814814,0.10410007834434508,0.0,0
0.0,0.0,0.0,0.05334987593052109,0.07407407407407407,0.10915017873048782,0.0,0
0.0,1.0,0.5,0.1501240694789082,0.0,0.2893025875091553,0.0,0
0.0,0.0,0.0,0.06079404466501241,0.07407407407407407,0.21106427907943728,0.0,0
0.0,0.0,0.0,0.08933002481389578,0.07407407407407407,0.0432380884885788,0.0,0
0.0,0.0,0.0,0.07320099255583126,0.037037037037037035,0.17365577816963196,0.0,0
0.0,1.0,0.6666666666666666,0.11910669975186106,0.0,0.060093991458415985,0.0,0
0.0,0.0,0.0,0.10359801488833748,0.037037037037037035,0.15408196114003658,0.0,0
0.0,0.0,0.0,0.1674937965260546,0.037037037037037035,0.311989963054657,0.0,0
0.0,0.0,0.0,0.07816377171215881,0.037037037037037035,0.15649043023586273,0.0,0
0.0,1.0,0.6666666666666666,0.12531017369727046,0.0,0.1265360563993454,0.0,0
0.0,0.0,0.0,0.17245657568238212,0.037037037037037035,0.21022173762321472,0.0,0
0.0,0.0,0.0,0.08312655086848635,0.037037037037037035,0.19123104214668274,0.0,0
0.0,1.0,0.6666666666666666,0.13027295285359802,0.0,0.10505256056785583,0.0,0
0.0,0.0,0.0,0.08436724565756824,0.037037037037037035,0.0581323578953743,0.0,0
0.0,0.0,0.0,0.038461538461538464,0.1111111111111111,0.253884881734848,0.0,0
0.0,0.0,0.0,0.04218362282878412,0.1111111111111111,0.03639697656035423,0.0,0
0.0,0.0,0.0,0.05334987593052109,0.037037037037037035,0.14896391332149506,0.0,0
0.0,0.0,0.0,0.1501240694789082,0.037037037037037035,0.15548263490200046,0.0,0
0.0,0.0,0.0,0.06079404466501241,0.037037037037037035,0.253884881734848,0.0,0
0.0,0.0,0.0,0.08933002481389578,0.037037037037037035,0.06855885684490204,0.0,0
0.0,0.0,0.0,0.11910669975186106,0.037037037037037035,0.11208031326532364,0.0,0
0.0,0.0,0.0,0.12531017369727046,0.07407407407407407,0.13921070471405986,0.0,0
0.0,0.0,0.0,0.1674937965260546,0.07407407407407407,0.11793463677167892,0.0,0
0.0,1.0,0.5,0.07816377171215881,0.0,0.23385666310787198,0.0,0
0.0,0.0,0.0,0.12531017369727046,0.037037037037037035,0.1864255964756012,0.0,0
0.0,0.0,0.0,0.17245657568238212,0.07407407407407407,0.1630033403635025,0.0,0
0.0,1.0,0.5,0.08312655086848635,0.0,0.07730571925640106,0.0,0
0.0,0.0,0.0,0.13027295285359802,0.037037037037037035,0.15810325741767886,0.0,1
0.0,1.0,0.5,0.08436724565756824,0.0,0.03405848890542984,0.0,0
0.0,0.0,0.5,0.038461538461538464,0.07407407407407407,0.14792583882808685,0.0,0
0.0,0.0,0.5,0.04218362282878412,0.07407407407407407,0.018267868086695668,0.0,0
0.0,1.0,0.5,0.05334987593052109,0.0,0.2663526237010956,0.0,0
0.0,0.0,0.0,0.1501240694789082,0.07407407407407407,0.19085581600666046,0.0,0
0.0,1.0,0.5,0.06079404466501241,0.0,0.14792583882808685,0.0,0
0.0,1.0,0.5,0.08933002481389578,0.0,0.07467363029718399,0.0,0
0.0,0.0,0.0,0.10235732009925558,0.037037037037037035,0.15568166226148605,0.0,0
0.0,0.0,0.0,0.1674937965260546,0.037037037037037035,0.16162611544132233,0.0,0
0.0,0.0,0.0,0.07816377171215881,0.037037037037037035,0.13713422417640686,0.0,0
0.0,1.0,0.6666666666666666,0.12531017369727046,0.0,0.15655523538589478,0.0,0
0.0,0.0,0.0,0.17245657568238212,0.037037037037037035,0.06583797931671143,0.0,0
0.0,0.0,0.0,0.08312655086848635,0.037037037037037035,0.07878142595291138,0.0,0
0.0,1.0,0.6666666666666666,0.13027295285359802,0.0,0.2402004301548004,0.0,0
0.0,0.0,0.0,0.08436724565756824,0.037037037037037035,0.0019869788084179163,0.0,0
0.0,0.0,0.0,0.038461538461538464,0.1111111111111111,0.025179143995046616,0.0,0
0.0,0.0,0.0,0.04218362282878412,0.1111111111111111,0.17657311260700226,0.0,0
0.0,0.0,0.0,0.05334987593052109,0.037037037037037035,0.19581976532936096,0.0,0
0.0,0.0,0.0,0.1501240694789082,0.037037037037037035,-0.00936770997941494,0.0,0
0.0,0.0,0.0,0.06079404466501241,0.037037037037037035,0.025179143995046616,0.0,0
0.0,0.0,0.0,0.08933002481389578,0.037037037037037035,0.14613112807273865,0.0,0
0.0,1.0,0.5,0.3294044665012407,0.0,0.23640410602092746,0.0,0
0.0,0.0,0.0,0.2400744416873449,0.07407407407407407,0.13655058667063713,0.0,0
0.0,0.0,0.0,0.2872208436724566,0.037037037037037035,0.17545808851718905,0.0,0
0.0,1.0,0.5,0.33436724565756826,0.0,0.14574962109327316,0.0,0
0.0,0.0,0.0,0.2450372208436725,0.07407407407407407,0.14566943794488907,0.0,0
0.0,0.0,0.0,0.2921836228287841,0.037037037037037035,0.16638408554717898,0.0,0
0.0,0.0,0.0,0.24627791563275436,0.07407407407407407,0.037698235362768166,0.0,0
0.0,0.0,0.0,0.20037220843672454,0.14814814814814814,0.16153967380523682,0.0,0
0.0,0.0,0.0,0.20409429280397026,0.14814814814814814,0.1661281269043684,0.0,0
0.0,0.0,0.0,0.2152605459057072,0.07407407407407407,0.22232823073863986,0.0,0
0.0,1.0,0.5,0.3120347394540943,0.0,0.14294099062681198,0.0,0
0.0,0.0,0.0,0.2227047146401985,0.07407407407407407,0.16153967380523682,0.0,0
0.0,0.0,0.0,0.2512406947890819,0.07407407407407407,0.04360760748386383,0.0,0
0.0,0.0,0.0,0.07816377171215881,0.07407407407407407,0.17311401665210724,0.0,0
0.0,0.0,0.0,0.12531017369727046,0.037037037037037035,0.2245255559682846,0.0,0
0.0,1.0,0.5,0.17245657568238212,0.0,0.18506042659282684,0.0,0
